item_id;name;description;category_id;type_id;tier_number;is_schematic;is_global;icon;;;;;;;;;;;;;
item_547;Hummingbird Wing Module Mk6;This Unique wing was developed during the Harkonnen stewardship of Arrakis, before the current War of Assassins. The Fremen were fond of raiding Harkonnen bases and stealing these Ornithopters, then using them in kamikaze attacks on harvesting operations.;70;720;6;TRUE;FALSE;t_ui_iconvehcmowingsr_d.webp;;;;;;;;;;;;;
item_527;Steady Assault Boost Module Mk5;"This Unique boost provides a steady boost at a lower maximum speed, proving the adage ""slow and steady wins the race."" On Arrakis, natives tend to modify it slightly saying ""only if you have enough fuel and the worm is very far away.""";70;720;5;TRUE;FALSE;t_ui_iconvehcmoboostr_d.webp;;;;;;;;;;;;;
item_528;Steady Assault Boost Module Mk6;"This Unique boost provides a steady boost at a lower maximum speed, proving the adage ""slow and steady wins the race."" On Arrakis, natives tend to modify it slightly saying ""only if you have enough fuel and the worm is very far away.""";70;720;6;TRUE;FALSE;t_ui_iconvehcmoboostr_d.webp;;;;;;;;;;;;;
item_476;Bigger Buggy Boot Mk3;Sometimes the engineers who design an interesting concept are also the ones who name it. This Unique storage extension for the four man groundcar or 'buggy' allows the transport of more inventory. Just try not to snigger at the name.;70;730;3;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_477;Bigger Buggy Boot Mk4;Sometimes the engineers who design an interesting concept are also the ones who name it. This Unique storage extension for the four man groundcar or 'buggy' allows the transport of more inventory. Just try not to snigger at the name.;70;730;4;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_478;Bigger Buggy Boot Mk5;Sometimes the engineers who design an interesting concept are also the ones who name it. This Unique storage extension for the four man groundcar or 'buggy' allows the transport of more inventory. Just try not to snigger at the name.;70;730;5;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_479;Bigger Buggy Boot Mk6;Sometimes the engineers who design an interesting concept are also the ones who name it. This Unique storage extension for the four man groundcar or 'buggy' allows the transport of more inventory. Just try not to snigger at the name.;70;730;6;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_428;Buggy Booster Mk3;Adds a boost ability to the Buggy providing a temporary increase in acceleration and top speed. Use a Welding Torch to attach it to a Buggy Rear Hull.;70;730;3;FALSE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_429;Buggy Booster Mk4;Adds a boost ability to the Buggy providing a temporary increase in acceleration and top speed. Use a Welding Torch to attach it to a Buggy Rear Hull.;70;730;4;FALSE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_430;Buggy Booster Mk5;Adds a boost ability to the Buggy providing a temporary increase in acceleration and top speed. Use a Welding Torch to attach it to a Buggy Rear Hull.;70;730;5;FALSE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_431;Buggy Booster Mk6;Adds a boost ability to the Buggy providing a temporary increase in acceleration and top speed. Use a Welding Torch to attach it to a Buggy Rear Hull.;70;730;6;FALSE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_436;Buggy Chassis Mk3;The chassis is the starting point for assembling vehicles as it provides the base framework to which all other components are attached. Use a Welding Torch to place the Buggy chassis.;70;730;3;FALSE;FALSE;t_ui_iconvehccbchassisr_d.webp;;;;;;;;;;;;;
item_437;Buggy Chassis Mk4;The chassis is the starting point for assembling vehicles as it provides the base framework to which all other components are attached. Use a Welding Torch to place the Buggy chassis.;70;730;4;FALSE;FALSE;t_ui_iconvehccbchassisr_d.webp;;;;;;;;;;;;;
item_438;Buggy Chassis Mk5;The chassis is the starting point for assembling vehicles as it provides the base framework to which all other components are attached. Use a Welding Torch to place the Buggy chassis.;70;730;5;FALSE;FALSE;t_ui_iconvehccbchassisr_d.webp;;;;;;;;;;;;;
item_439;Buggy Chassis Mk6;The chassis is the starting point for assembling vehicles as it provides the base framework to which all other components are attached. Use a Welding Torch to place the Buggy chassis.;70;730;6;FALSE;FALSE;t_ui_iconvehccbchassisr_d.webp;;;;;;;;;;;;;
item_486;Buggy Cutteray Mk3;Adds a mining turret to the Buggy. Use a Welding Torch to attach the mining laser to Buggy Rear Hull with an available utility slot. The buggy-mounted mining laser does not allow analysis mode and requires an attached inventory module to hold mined resources.;70;730;3;FALSE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_487;Buggy Cutteray Mk4;Adds a mining turret to the Buggy. Use a Welding Torch to attach the mining laser to Buggy Rear Hull with an available utility slot. The buggy-mounted mining laser does not allow analysis mode and requires an attached inventory module to hold mined resources.;70;730;4;FALSE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_488;Buggy Cutteray Mk5;Adds a mining turret to the Buggy. Use a Welding Torch to attach the mining laser to Buggy Rear Hull with an available utility slot. The buggy-mounted mining laser does not allow analysis mode and requires an attached inventory module to hold mined resources.;70;730;5;FALSE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_489;Buggy Cutteray Mk6;Adds a mining turret to the Buggy. Use a Welding Torch to attach the mining laser to Buggy Rear Hull with an available utility slot. The buggy-mounted mining laser does not allow analysis mode and requires an attached inventory module to hold mined resources.;70;730;6;FALSE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_440;Buggy Engine Mk3;Defines the acceleration and speed of the Buggy. Use a Welding Torch to attach the engine to a Buggy Chassis.;70;730;3;FALSE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_442;Buggy Engine Mk4;Defines the acceleration and speed of the Buggy. Use a Welding Torch to attach the engine to a Buggy Chassis.;70;730;4;FALSE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_443;Buggy Engine Mk5;Defines the acceleration and speed of the Buggy. Use a Welding Torch to attach the engine to a Buggy Chassis.;70;730;5;FALSE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_445;Buggy Engine Mk6;Defines the acceleration and speed of the Buggy. Use a Welding Torch to attach the engine to a Buggy Chassis.;70;730;6;FALSE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_468;Buggy Hull Mk3;Comes with a driver and a passenger seat. Use a Welding Torch to attach the front hull to a Buggy Chassis.;70;730;3;FALSE;FALSE;t_ui_iconvehccbcockpitr_d.webp;;;;;;;;;;;;;
item_469;Buggy Hull Mk4;Comes with a driver and a passenger seat. Use a Welding Torch to attach the front hull to a Buggy Chassis.;70;730;4;FALSE;FALSE;t_ui_iconvehccbcockpitr_d.webp;;;;;;;;;;;;;
item_470;Buggy Hull Mk5;Comes with a driver and a passenger seat. Use a Welding Torch to attach the front hull to a Buggy Chassis.;70;730;5;FALSE;FALSE;t_ui_iconvehccbcockpitr_d.webp;;;;;;;;;;;;;
item_471;Buggy Hull Mk6;Comes with a driver and a passenger seat. Use a Welding Torch to attach the front hull to a Buggy Chassis.;70;730;6;FALSE;FALSE;t_ui_iconvehccbcockpitr_d.webp;;;;;;;;;;;;;
item_452;Buggy PSU Mk3;Defines the power efficiency and manages the heat dissipation of the Buggy. Use a Welding Torch to attach the PSU to a Buggy chassis.;70;730;3;FALSE;FALSE;t_ui_iconvehccbpsur_d.webp;;;;;;;;;;;;;
item_453;Buggy PSU Mk4;Defines the power efficiency and manages the heat dissipation of the Buggy. Use a Welding Torch to attach the PSU to a Buggy chassis.;70;730;4;FALSE;FALSE;t_ui_iconvehccbpsur_d.webp;;;;;;;;;;;;;
item_454;Buggy PSU Mk5;Defines the power efficiency and manages the heat dissipation of the Buggy. Use a Welding Torch to attach the PSU to a Buggy chassis.;70;730;5;FALSE;FALSE;t_ui_iconvehccbpsur_d.webp;;;;;;;;;;;;;
item_456;Buggy PSU Mk6;Defines the power efficiency and manages the heat dissipation of the Buggy. Use a Welding Torch to attach the PSU to a Buggy chassis.;70;730;6;FALSE;FALSE;t_ui_iconvehccbpsur_d.webp;;;;;;;;;;;;;
item_458;Buggy Rear Mk3;Comes with two passenger seats. Use a Welding Torch to attach the rear hull to a Buggy Chassis.;70;730;3;FALSE;FALSE;t_ui_iconvehccbbodyr_d.webp;;;;;;;;;;;;;
item_460;Buggy Rear Mk4;Comes with two passenger seats. Use a Welding Torch to attach the rear hull to a Buggy Chassis.;70;730;4;FALSE;FALSE;t_ui_iconvehccbbodyr_d.webp;;;;;;;;;;;;;
item_461;Buggy Rear Mk5;Comes with two passenger seats. Use a Welding Torch to attach the rear hull to a Buggy Chassis.;70;730;5;FALSE;FALSE;t_ui_iconvehccbbodyr_d.webp;;;;;;;;;;;;;
item_462;Buggy Rear Mk6;Comes with two passenger seats. Use a Welding Torch to attach the rear hull to a Buggy Chassis.;70;730;6;FALSE;FALSE;t_ui_iconvehccbbodyr_d.webp;;;;;;;;;;;;;
item_480;Buggy Rocket Launcher Mk5;Arms a Buggy with a rocket launcher. Use a welding torch to attach the rocket launcher to a Buggy Rear Hull with an available utility slot.;70;730;5;FALSE;FALSE;t_ui_iconvehccbrocketlauncherr_d.webp;;;;;;;;;;;;;
item_481;Buggy Rocket Launcher Mk6;Arms a Buggy with a rocket launcher. Use a welding torch to attach the rocket launcher to a Buggy Rear Hull with an available utility slot.;70;730;6;FALSE;FALSE;t_ui_iconvehccbrocketlauncherr_d.webp;;;;;;;;;;;;;
item_472;Buggy Storage Mk3;Adds inventory space to the Buggy. Use a Welding Torch to attach it to the Buggy Rear Hull.;70;730;3;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_473;Buggy Storage Mk4;Adds inventory space to the Buggy. Use a Welding Torch to attach it to the Buggy Rear Hull.;70;730;4;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_474;Buggy Storage Mk5;Adds inventory space to the Buggy. Use a Welding Torch to attach it to the Buggy Rear Hull.;70;730;5;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_475;Buggy Storage Mk6;Adds inventory space to the Buggy. Use a Welding Torch to attach it to the Buggy Rear Hull.;70;730;6;FALSE;FALSE;t_ui_iconvehccbinventoryr_d.webp;;;;;;;;;;;;;
item_482;Buggy Tread Mk3;Defines the grip of the Buggy. Use a Welding Torch to attach the treads to a Buggy Chassis. All attached treads must be of the same type.;70;730;3;FALSE;FALSE;t_ui_iconvehccbtreadsr_d.webp;;;;;;;;;;;;;
item_483;Buggy Tread Mk4;Defines the grip of the Buggy. Use a Welding Torch to attach the treads to a Buggy Chassis. All attached treads must be of the same type.;70;730;4;FALSE;FALSE;t_ui_iconvehccbtreadsr_d.webp;;;;;;;;;;;;;
item_484;Buggy Tread Mk5;Defines the grip of the Buggy. Use a Welding Torch to attach the treads to a Buggy Chassis. All attached treads must be of the same type.;70;730;5;FALSE;FALSE;t_ui_iconvehccbtreadsr_d.webp;;;;;;;;;;;;;
item_485;Buggy Tread Mk6;Defines the grip of the Buggy. Use a Welding Torch to attach the treads to a Buggy Chassis. All attached treads must be of the same type.;70;730;6;FALSE;FALSE;t_ui_iconvehccbtreadsr_d.webp;;;;;;;;;;;;;
item_464;Buggy Utility Rear Mk3;Comes with a turret seat. Use a Welding Torch to attach the rear utility hull to a Buggy Chassis.;70;730;3;FALSE;FALSE;t_ui_iconvehccbturrethullr_d.webp;;;;;;;;;;;;;
item_465;Buggy Utility Rear Mk4;Comes with a turret seat. Use a Welding Torch to attach the rear hull to a Buggy Chassis.;70;730;4;FALSE;FALSE;t_ui_iconvehccbturrethullr_d.webp;;;;;;;;;;;;;
item_466;Buggy Utility Rear Mk5;Comes with a turret seat. Use a welding torch to attach the rear hull to the chassis.;70;730;5;FALSE;FALSE;t_ui_iconvehccbturrethullr_d.webp;;;;;;;;;;;;;
item_467;Buggy Utility Rear Mk6;Comes with a turret seat. Use a welding torch to attach the rear hull to the chassis.;70;730;6;FALSE;FALSE;t_ui_iconvehccbturrethullr_d.webp;;;;;;;;;;;;;
item_447;Bluddshot Buggy Engine Mk3;Tio Holtzman was patron to the nobleman Niko Bludd, who provided funding for his research. One day this would lead to the development of the Holtzman effect, but earlier experiments such as this Unique engine are another result of that collaboration. The name has been corrupted over the centuries since.;70;730;3;TRUE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_448;Bluddshot Buggy Engine Mk4;Tio Holtzman was patron to the nobleman Niko Bludd, who provided funding for his research. One day this would lead to the development of the Holtzman effect, but earlier experiments such as this Unique engine are another result of that collaboration. The name has been corrupted over the centuries since.;70;730;4;TRUE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_449;Bluddshot Buggy Engine Mk5;Tio Holtzman was patron to the nobleman Niko Bludd, who provided funding for his research. One day this would lead to the development of the Holtzman effect, but earlier experiments such as this Unique engine are another result of that collaboration. The name has been corrupted over the centuries since.;70;730;5;TRUE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_450;Bluddshot Buggy Engine Mk6;Tio Holtzman was patron to the nobleman Niko Bludd, who provided funding for his research. One day this would lead to the development of the Holtzman effect, but earlier experiments such as this Unique engine are another result of that collaboration. The name has been corrupted over the centuries since.;70;730;6;TRUE;FALSE;t_ui_iconvehccbenginer_d.webp;;;;;;;;;;;;;
item_490;Focused Buggy Cutteray Mk3;This Unique buggy mining laser boasts increased Carbon and Erythrite yield at the cost of increased heat generation.;70;730;3;TRUE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_491;Focused Buggy Cutteray Mk4;This Unique buggy mining laser boasts increased Aluminum yield, albeit at the cost of heat generation.;70;730;4;TRUE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_492;Focused Buggy Cutteray Mk5;This Unique buggy mining laser boasts increased Jasmium yield, albeit at the cost of heat generation.;70;730;5;TRUE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_493;Focused Buggy Cutteray Mk6;This Unique buggy mining laser boasts increased Titanium and Stravidium Mass yield, albeit at the cost of heat generation.;70;730;6;TRUE;FALSE;t_ui_iconvehccbmininglaserr_d.webp;;;;;;;;;;;;;
item_432;Rattler Boost Module Mk3;Named for the cool-blooded snakes of old earth and the inevitable shaking and rattling that comes when it is engaged, this Unique boost module generates less heat, but like the snake it is named for, is a little more sluggish when cool.;70;730;3;TRUE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_433;Rattler Boost Module Mk4;Named for the cool-blooded snakes of old earth and the inevitable shaking and rattling that comes when it is engaged, this Unique boost module generates less heat, but like the snake it is named for, is a little more sluggish when cool.;70;730;4;TRUE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_434;Rattler Boost Module Mk5;Named for the cool-blooded snakes of old earth and the inevitable shaking and rattling that comes when it is engaged, this Unique boost module generates less heat, but like the snake it is named for, is a little more sluggish when cool.;70;730;5;TRUE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_435;Rattler Boost Module Mk6;Named for the cool-blooded snakes of old earth and the inevitable shaking and rattling that comes when it is engaged, this Unique boost module generates less heat, but like the snake it is named for, is a little more sluggish when cool.;70;730;6;TRUE;FALSE;t_ui_iconvehccbboostr_d.webp;;;;;;;;;;;;;
item_3;Atreides Basic Lights Set;"Atreides Basic Lights
-Wall Light
-Standing Light x2
-Floor Light";30;330;69;FALSE;FALSE;t_ui_iconplacpropatrestandinglight02_d.webp;;;;;;;;;;;;;
item_5;Atreides Bedroom Furniture Set;"Atreides Bedroom Furniture
-Bed
-Drawers
-Cabinet
-Side Table
-Couch Modules x 4
-Wardrobe
-Carpet
-Vases x4";30;330;69;FALSE;FALSE;t_ui_iconplacpropatrebed_d.webp;;;;;;;;;;;;;
item_6;Atreides Dining Room Furniture Set;"Atreides Dining Room Furniture
-Dining Table
-Chair
-Atreides Banner
-Hologram Projector
-Wall Art
-Bowl
-Carafe
-Spice Jar
-Serving Plate
-Plate
-Cup
-Ceiling Lights x2";30;330;69;FALSE;FALSE;t_ui_iconplacpropatredinnertable_d.webp;;;;;;;;;;;;;
item_11;CHOAM Advanced Lights Set;"CHOAM Ceiling Lights
- Ceiling Lights x2";30;330;69;FALSE;FALSE;t_ui_iconplacchoamsuspensorlight_d.webp;;;;;;;;;;;;;
item_13;CHOAM Bedroom Furniture Set;"CHOAM Bedroom Furniture Placeables
-Bed
-Drawers
-Side Table
-Couch Modules x 4
-Wardrobe
-Carpet";30;330;69;FALSE;FALSE;t_ui_iconplacchoambed_d.webp;;;;;;;;;;;;;
item_16;CHOAM Bedroom Small Decorations Set;"CHOAM Bedroom Small Decorative Items
-Vases x 4";30;330;69;FALSE;FALSE;t_ui_iconplacchoamvase01a_d.webp;;;;;;;;;;;;;
item_14;CHOAM Dining Room Furniture Set;"CHOAM Dining Room Furniture
-Dining Table
-Chair
-Choam Banner
-Hologram Projector
-Wall Art";30;330;69;FALSE;FALSE;t_ui_iconplacchoamwallart01_d.webp;;;;;;;;;;;;;
item_17;CHOAM Dining Room Small Decorations Set;"CHOAM Dining Room Small Decorative Items
- Bowl
- Carafe
- Spice Jar
- Serving Plate
- Plate
- Cup x 2";30;330;69;FALSE;FALSE;t_ui_iconplacchoambowl_d.webp;;;;;;;;;;;;;
item_12;CHOAM Office Furniture Set;"CHOAM Office Furniture Placeables
-Desk
-Bookshelf
-Wall Partition
-Wall Art
-Chair
-Carpet
-Couch";30;330;69;FALSE;FALSE;t_ui_iconplacchoamofficetable_d.webp;;;;;;;;;;;;;
item_15;CHOAM Office Small Decorations Set;"CHOAM Office Small Decorative Items
-Trophy
-Urn
-Books x 3";30;330;69;FALSE;FALSE;t_ui_iconplacchoamtrophy_d.webp;;;;;;;;;;;;;
item_7;Harkonnen Basic Lights Set;"Harkonnen Basic Lights
-Wall Light
-Standing Light
-Floor Light";30;330;69;FALSE;FALSE;t_ui_iconplacharklightstanding_d.webp;;;;;;;;;;;;;
item_9;Harkonnen Bedroom Furniture Set;"Harkonnen Bedroom Furniture
-Bed
-Drawers
-Side Table
-Bench Right
-Wardrobe
-Carpet
- Vase x2
- Totem x2";30;330;69;FALSE;FALSE;t_ui_iconplacharkbed_d.webp;;;;;;;;;;;;;
item_10;Harkonnen Dining Room Furniture Set;"Harkonnen Dining Room Furniture
-Dining Table
-Chair
-Harkonnen Banner
-Hologram Projector
-Wall Art
-Bowl
-Carafe
-Spice Jar
-Serving Plate
-Plate
-Cup x 2
-Ceiling Lights x2";30;330;69;FALSE;FALSE;t_ui_iconplacharkwallart01_d.webp;;;;;;;;;;;;;
item_8;Harkonnen Office Furniture Set;"Harkonnen Office Furniture
-Desk
-Bookshelf
-Wall Partition
-Wall Art
-Chair
-Carpet
-Bench Left
-Trophy
-Urn
-Books x 3";30;330;69;FALSE;FALSE;t_ui_iconplacharkofficetable_d.webp;;;;;;;;;;;;;
item_4;Atreides Office Furniture Set;"Atreides Office Furniture
-Desk
-Bookshelf
-Wall Partition
-Wall Art
-Chair
-Carpet
-Couch
-Trophy
-Urn
-Books x 3";30;330;69;FALSE;FALSE;t_ui_iconplacpropatreofficetable_d.webp;;;;;;;;;;;;;
item_2;Atreides Stronghold;Construction set for building strong permanent bases in the Atreides style. A choice with the Construction Tool.;30;330;69;FALSE;FALSE;t_sm_env_pb_atre_outposfoundation_d.webp;;;;;;;;;;;;;
item_1;Harkonnen Stronghold;Construction set for building strong permanent bases in the Harkonnen style. Allows selection of this set with a Construction Tool.;30;330;69;FALSE;FALSE;t_ui_iconplacharklevel3foundationr_d.webp;;;;;;;;;;;;;
item_18;Shaddam IV Portraits;A set of Paintings of His Imperial Excellency the Padisah Emperor Shaddam Corino IV;30;330;69;FALSE;FALSE;t_ui_iconplacpropneutportraitemperoratrebig_d.webp;;;;;;;;;;;;;
item_415;Construction Tool;A Solido Construction Projector. Use this device to build, move, repair or demolish structures. It can only be used on land claimed using a Sub-fief console.;60;650;69;FALSE;FALSE;t_ui_icontoolchoamsolconprojector01r_d.webp;;;;;;;;;;;;;
item_19;Solido Replicator;Point this tool at an existing base to store a blueprint copy. Use again to place a projection of the saved base in a different location. You can then use a Construction Tool to rebuild the base.;60;650;0;FALSE;FALSE;t_ui_icontoolbaseblueprintr_d.webp;;;;;;;;;;;;;
item_263;Staking Unit;Use this device to stake out more sections of land for your existing landclaim.;60;650;3;FALSE;FALSE;t_ui_iconplacneutstakingunitr_d.webp;;;;;;;;;;;;;
item_267;Vertical Staking Unit;Use this device to extend the land of your existing base vertically.;60;650;3;FALSE;FALSE;t_ui_iconplacneutstakingunitr_d.webp;;;;;;;;;;;;;
